319.2022222222222,319,0.202222222,2.400222213,0.961157233
320.0366666666667,319.29,0.746666667,3.003767013,0.962395654
321.3675,320.7418181818182,0.625681818,2.324886969,0.963269031
322.18,321.424,0.756,2.465885268,0.96489088
323.05,321.742,1.308,2.264393695,0.96709249
324.62083333333334,323.121,1.499833333,3.566557866,0.970225841
325.6816666666667,324.27727272727276,1.404393939,3.786430838,0.971988655
326.31916666666666,324.9411111111111,1.378055556,2.789316316,0.974176733
327.45666666666665,326.152,1.304666667,3.70250825,0.976887083
329.6816666666667,327.62166666666667,2.06,3.596555989,0.976629254
330.25,328.4725,1.7775,1.84757942,0.976598682
331.1616666666667,329.52666666666664,1.635,2.65575188,0.979498511
332.1616666666667,330.6358333333333,1.525833333,2.684488065,0.981203247
333.9108333333333,332.0408333333333,1.87,3.922844566,0.983565473
335.515,333.7663636363637,1.748636364,3.12642433,0.985328883
336.86083333333335,335.0183333333333,1.8425,4.140231897,0.984965472
338.7,337.08818181818185,1.611818182,4.631688152,0.98304509
339.95166666666665,338.2633333333333,1.688333333,3.146812625,0.982510558
341.1508333333333,339.47545454545457,1.675378788,3.222839658,0.98312388
342.79833333333335,341.16833333333335,1.63,4.284752815,0.98513982
344.4983333333333,342.53,1.968333333,3.050015082,0.987710202
345.89000000000004,343.64416666666665,2.245833333,3.233792626,0.988831196
347.13416666666666,345.19,1.944166667,3.423723582,0.991441469
348.8566666666666,346.8441666666667,2.0125,4.76224167,0.994719352
351.2416666666666,348.8475,2.394166667,4.176258405,0.995881019
352.7066666666667,350.41083333333336,2.295833333,2.832023876,0.998113151
353.9916666666666,351.69666666666666,2.295,3.686442978,1.000139992
355.3933333333334,353.14181818181817,2.251515152,3.716732397,0.997218985
356.1741666666667,354.195,1.979166667,3.534712744,0.998188367
356.8475,355.10083333333336,1.746666667,3.027626693,0.999146401
358.715,356.445,2.27,4.482836225,1.001492047
360.7283333333333,358.3233333333333,2.405,4.280216674,1.004669354
362.5116666666667,360.0058333333333,2.505833333,3.549437556,1.005330733
363.6483333333333,361.21416666666664,2.434166667,3.837273306,1.004949228
366.52416666666664,363.75666666666666,2.7675,4.579454705,1.007413824
368.215,365.72727272727275,2.487727273,3.414492174,1.010544116
369.38416666666666,367.1918181818182,2.192348485,3.645307727,1.011400106
370.9391666666667,368.37416666666667,2.565,4.299412066,1.014134097
373.0233333333333,370.7183333333333,2.305,5.16749397,1.020978938
375.5725,372.8775,2.695,4.868308172,1.025879267
377.30749999999995,374.7166666666667,2.590833333,4.370829348,1.031090675
379.56749999999994,376.665,2.9025,5.376895361,1.036486093
381.77416666666664,378.622,3.152166667,4.617095878,1.041522556
383.56333333333333,380.58750000000003,2.975833333,4.944726127,1.044644824
385.41833333333335,382.5683333333333,2.85,4.905233812,1.041600055
387.3433333333333,384.1425,3.200833333,5.03081036,1.05200668
389.9141666666667,386.0833333333333,3.830833333,5.210061447,1.058958316
391.695,388.0116666666667,3.683333333,4.831686267,1.061852759
393.9475,390.0975,3.85,6.440431126,1.063828256
396.64916666666664,392.9025,3.746666667,5.501186462,1.065003229
398.705,395.0825,3.6225,5.12103129,1.064617982
400.8675,397.5025,3.365,6.30692445,1.064551745
404.2083333333333,400.6218181818182,3.586515152,5.663495023,1.068177112
406.5158333,402.44363636363636,4.07219697,5.098939948,1.072979234
408.5275,405.2427272727273,3.284772727,5.065465231,1.075235376
411.4241666666667,407.6716666666667,3.7525,5.619959942,1.063103105
413.9483333333333,410.1016666666667,3.846666667,5.270342014,1.073827469
416.1133333333333,412.21,3.903333333,5.368298752,1.078082351
418.2175,414.207,4.0105,5.100821384,1.081774479
420.7733333333333,416.43000000000006,4.343333333,6.172522826,1.085099843
424.3475,417.59,6.7575,6.23065694,0.948683298
